page,id,name,category,spec_source,spec_count,Model,Material,Power,Wattage,IP Rating,Ingress Protection,Lumens,Luminous Flux,Light Efficiency,Battery,Battery Capacity,Solar Panel,Panel,Charging Time,Working Time,Color Temperature,CCT,Beam Angle,Input Voltage,Warranty,Certifications,Certificates,Application,Applications,Dimension,Size,Weight,CRI,Lifespan,Finish,raw_specs
product/p77.html,p77,Solar Lawn Light,Solar Lawn Light,GENERATED,21,Solar Lawn Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Lawn Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p78.html,p78,Solar Lawn Light,Solar Lawn Light,GENERATED,21,Solar Lawn Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Lawn Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p79.html,p79,Solar Lawn Light,Solar Lawn Light,REAL(ima),21,Solar Lawn Light,PC + Aluminum,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Lawn Light | Material: PC + Aluminum | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p8.html,p8,Solar powered led street light,Solar Street Light,REAL(ima),21,Solar powered led street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar powered led street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p80.html,p80,Solar Lawn Light,Solar Lawn Light,REAL(ima),21,Solar Lawn Light,PC + Aluminum,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Lawn Light | Material: PC + Aluminum | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p82.html,p82,Solar Lawn Light,Solar Lawn Light,GENERATED,21,Solar Lawn Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Lawn Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p84.html,p84,Solar Lawn Light,Solar Lawn Light,GENERATED,21,Solar Lawn Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Lawn Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p86.html,p86,Solar Pillar Light,Solar Pillar Light,REAL(ima),22,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Rated Power: 5W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p87.html,p87,Solar Pillar Light,Solar Pillar Light,REAL(ima),22,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Rated Power: 5W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p88.html,p88,Solar Pillar Light,Solar Pillar Light,REAL(ima),22,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Rated Power: 5W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p89.html,p89,Solar Pillar Light,Solar Pillar Light,REAL(ima),22,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Rated Power: 5W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p9.html,p9,Intelligent solar street light,Solar Street Light,GENERATED,21,Intelligent solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Intelligent solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p90.html,p90,Solar Pillar Light,Solar Pillar Light,GENERATED,21,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p91.html,p91,Solar Pillar Light,Solar Pillar Light,REAL(ima),22,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Rated Power: 5W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p92.html,p92,Solar Pillar Light,Solar Pillar Light,REAL(ima),22,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Rated Power: 5W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p93.html,p93,Solar Pillar Light,Solar Pillar Light,REAL(ima),22,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Rated Power: 8W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p94.html,p94,Solar Pillar Light,Solar Pillar Light,GENERATED,21,Solar Pillar Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Pillar Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p95.html,p95,Solar strip light,Solar Strip Light,REAL(ima),21,Solar strip light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar strip light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p96.html,p96,Solar powered led strip light,Solar Strip Light,REAL(ima),21,Solar powered led strip light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar powered led strip light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p97.html,p97,Solar Flood Light,Solar Flood Light,REAL(ima),22,High Brightness Outdoor Garden Stadium LiFePO4 Battery Led Solar Flood Lamp Waterproof,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: High Brightness Outdoor Garden Stadium LiFePO4 Battery Led Solar Flood Lamp Waterproof | Rated Power: 100W-200W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p98.html,p98,Solar light tower,Solar Light Tower,GENERATED,21,Solar light tower,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar light tower | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
